Rk,Player,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
412,Myles Turner,C,IND,18,17,29.1,5.4,11.2,0.488,0.8,2.5,0.333,4.6,8.7,0.532,0.525,2.1,2.7,0.792,0.9,6.4,7.3,1.5,0.3,2.4,1.6,3,13.8
413,Ekpe Udoh,C,UTA,25,0,14.4,1,2,0.471,0,0,,1,2,0.471,0.471,0.6,0.8,0.8,1.2,1,2.2,1.2,0.6,1.3,0.4,2,2.6
414,Tyler Ulis,PG,PHO,26,14,23.7,3.1,7.8,0.394,0.5,1.6,0.286,2.6,6.2,0.422,0.424,1.5,1.9,0.796,0.2,1.6,1.8,4.2,1,0.1,2.1,1.5,8.1
415,Jonas Valanciunas,C,TOR,18,18,20.2,4,7.4,0.541,0.1,0.3,0.2,3.9,7.1,0.555,0.545,2.1,2.3,0.881,2.2,4.8,7.1,0.7,0.3,0.6,1.6,2.8,10.1
416,Denzel Valentine,SG,CHI,23,12,29.3,3.7,9.8,0.382,2.3,5.5,0.413,1.5,4.3,0.343,0.498,0.2,0.3,0.714,0.8,4.6,5.4,3.1,0.8,0.1,1,2,10
417,Fred VanVleet,PG,TOR,22,0,16.5,2.3,5.8,0.398,0.8,2.4,0.346,1.5,3.5,0.434,0.469,0.9,1,0.87,0.2,1.4,1.6,3.1,0.8,0.2,0.9,1.4,6.4
418,Rashad Vaughn,SG,MIL,11,0,7.5,1.1,2.5,0.444,0.6,1.5,0.438,0.5,1,0.455,0.574,0.3,0.4,0.75,0.1,0.6,0.7,0.5,0.3,0.2,0.1,0.6,3.1
419,Noah Vonleh,PF,POR,17,12,21.7,2.1,3.9,0.53,0,0,,2.1,3.9,0.53,0.53,0.9,1.2,0.762,1.8,6,7.8,0.5,0.3,0.6,0.6,2.1,5.1
420,Nikola Vucevic,C,ORL,26,26,30.1,7,14.2,0.489,1.4,4.2,0.339,5.5,10,0.552,0.539,1.3,1.7,0.814,1.6,7.2,8.8,3.1,1,1.1,1.7,2.5,16.7
421,Dwyane Wade,SG,CLE,24,3,23.7,4.5,9.8,0.453,0.4,1.2,0.345,4,8.6,0.469,0.475,2.3,3.1,0.72,0.7,3.1,3.8,3.9,1,0.9,2,1.9,11.6
422,Dion Waiters,SG,MIA,22,22,31.1,5.9,14.6,0.401,2.1,6.4,0.326,3.8,8.2,0.459,0.472,1.5,2,0.756,0.4,2.1,2.5,3.8,0.8,0.3,2.6,2.1,15.4
423,Kemba Walker,PG,CHO,21,21,35.2,7.3,16.7,0.439,2.3,6.6,0.355,5,10.1,0.493,0.509,5.7,6.6,0.863,0.6,3.2,3.8,6.2,0.8,0.3,2,1.6,22.7
424,John Wall,PG,WAS,16,16,34.4,6.9,16,0.434,1.2,3.8,0.317,5.8,12.3,0.469,0.471,5.3,7,0.75,0.4,3,3.4,9.2,1.1,1.1,3,2.1,20.3
425,Taurean Waller-Prince,SF,ATL,24,24,30.8,4.8,11.2,0.431,1.7,4,0.427,3.1,7.2,0.434,0.507,1.1,1.6,0.711,0.8,4.3,5.1,2.3,1.2,0.5,2.2,2.1,12.5
426,Derrick Walton,PG,MIA,4,0,3,0,0.8,0,0,0.3,0,0,0.5,0,0,0.5,0.5,1,0,0.5,0.5,0,0.3,0.3,0,0,0.5
427,T.J. Warren,SF,PHO,27,27,31.4,7.7,15.6,0.493,0.3,1.5,0.175,7.4,14.1,0.526,0.501,2.9,3.9,0.743,2,3.8,5.8,1.2,0.9,0.7,1.3,2.2,18.6
428,Briante Weber,PG,HOU,4,0,3.5,0,0,,0,0,,0,0,,,0,0,,0,0.8,0.8,0.3,0.3,0,0.3,0.3,0
429,David West,C,GSW,24,0,12.3,2.9,4.4,0.657,0.1,0.3,0.5,2.8,4.1,0.667,0.671,0.7,1,0.667,0.8,2.5,3.3,1.7,0.6,1.2,1.1,1.5,6.5
430,Russell Westbrook,PG,OKC,24,24,35.7,8,19.9,0.403,1.9,5.7,0.328,6.1,14.2,0.432,0.45,5,7,0.719,1.5,7.8,9.3,9.7,2,0.1,4.9,2.7,22.9
431,Derrick White,PG,SAS,5,0,7.6,0.2,1,0.2,0,0,,0.2,1,0.2,0.2,0.6,1.2,0.5,0.4,1.2,1.6,0.6,0.6,0.4,0.2,0.8,1
432,Okaro White,PF,MIA,6,4,13.3,1.2,2.7,0.438,0.7,1.8,0.364,0.5,0.8,0.6,0.563,0.3,0.5,0.667,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1,3.3
433,Isaiah Whitehead,PG,BRK,8,0,11.5,2.6,5.8,0.457,0.3,1,0.25,2.4,4.8,0.5,0.478,0.8,1.3,0.6,0.3,1.4,1.6,1.8,0.6,0.3,2.1,1.6,6.3
434,Hassan Whiteside,C,MIA,15,15,26.8,6.2,10.7,0.581,0.1,0.1,1,6.1,10.5,0.576,0.588,2.4,3.5,0.692,2.8,9.9,12.7,0.4,0.9,1.6,1.5,2.1,14.9
435,Andrew Wiggins,SF,MIN,26,26,36.9,7,15.6,0.447,1.3,4.3,0.315,5.6,11.3,0.497,0.49,3.3,5.1,0.644,1,3,4,1.9,1.2,0.6,1.9,1.8,18.5
436,Jacob Wiley,PF,BRK,4,0,8,0.3,1,0.25,0.3,0.5,0.5,0,0.5,0,0.375,0.3,0.5,0.5,0.5,2.3,2.8,0.5,0.3,0,0,1,1
437,Damien Wilkins,SF,IND,13,0,6.2,0.6,1.3,0.471,0,0.5,0,0.6,0.8,0.8,0.471,0,0,,0.3,0.5,0.8,0.5,0.2,0,0.3,0.3,1.2
438,C.J. Williams,SG,LAC,11,1,9.7,1.2,2.6,0.448,0.3,0.7,0.375,0.9,1.9,0.476,0.5,0.1,0.2,0.5,0.1,0.8,0.9,0.9,0.2,0,0.4,0.5,2.7
439,Lou Williams,SG,LAC,23,5,30,6.3,14.1,0.449,2.3,6,0.391,4,8.1,0.492,0.532,4,4.5,0.893,0.5,2.1,2.7,4.6,1,0.2,2.7,1.3,19
440,Marvin Williams,PF,CHO,23,23,25.8,3.1,6.7,0.468,1.5,3.5,0.438,1.6,3.2,0.5,0.581,1.1,1.3,0.867,0.8,3.5,4.3,1,0.8,0.3,0.5,1.4,8.9
441,Troy Williams,SF,HOU,4,0,4.3,0.5,2.3,0.222,0,1.3,0,0.5,1,0.5,0.222,0.3,0.8,0.333,0.3,0.8,1,0.3,0.3,0,0.3,0.5,1.3
442,D.J. Wilson,PF,MIL,9,0,3.9,0.4,1,0.444,0,0.3,0,0.4,0.7,0.667,0.444,0,0,,0,0.6,0.6,0.1,0,0,0.1,0.3,0.9
443,Jamil Wilson,SF,LAC,5,1,13.2,2,4.2,0.476,1.6,3.6,0.444,0.4,0.6,0.667,0.667,0,0,,0.6,0.6,1.2,1,0,0,0.4,1.2,5.6
444,Justise Winslow,SF,MIA,24,15,23.1,2.7,6.5,0.414,0.5,1.5,0.314,2.3,5.1,0.443,0.449,0.7,1,0.667,1,4.5,5.6,1.9,0.7,0.3,1.1,1.9,6.5
445,Jeff Withey,C,DAL,9,0,4,0.6,1.6,0.357,0.2,1,0.222,0.3,0.6,0.6,0.429,0.1,0.2,0.5,0.1,0.9,1,0,0,0.3,0.2,0.3,1.4
446,Nate Wolters,PG,UTA,4,0,2.8,0,0.8,0,0,0,,0,0.8,0,0,0,0,,0.3,0.3,0.5,0.3,0,0,0,0.3,0
447,Brandan Wright,PF,MEM,16,0,14.3,2.2,3.9,0.556,0,0,,2.2,3.9,0.556,0.556,0.9,1.4,0.652,1.3,2.2,3.4,0.3,0.5,1.1,0.2,1,5.3
448,Delon Wright,PG,TOR,14,0,20.9,2.4,4.6,0.523,0.6,2,0.286,1.9,2.6,0.703,0.585,2.1,2.3,0.938,0.4,2,2.4,2.6,0.9,0.4,1.8,1.4,7.6
449,Guerschon Yabusele,PF,BOS,8,0,4.8,0.8,1.9,0.4,0.4,1.1,0.333,0.4,0.8,0.5,0.5,0.3,0.3,1,0.9,0.8,1.6,0.5,0,0.1,0.4,0.6,2.1
450,Joe Young,PG,IND,14,0,5.4,1.1,2.6,0.444,0.1,0.8,0.091,1.1,1.8,0.6,0.458,0.4,0.7,0.6,0.1,0.5,0.6,0.6,0.1,0,0.3,0.4,2.8
451,Nick Young,SG,GSW,25,0,13.3,2.3,5.1,0.457,1.6,3.8,0.406,0.8,1.2,0.613,0.61,0.6,0.8,0.667,0.2,1.1,1.2,0.5,0.5,0.1,0.6,0.9,6.8
452,Thaddeus Young,PF,IND,25,25,33.1,5.9,12,0.49,1.1,3.1,0.359,4.8,8.9,0.536,0.537,0.4,0.7,0.556,2,4.1,6.1,2,1.6,0.4,1.3,2.2,13.3
453,Cody Zeller,C,CHO,19,0,19.9,2.5,5,0.495,0.1,0.1,1,2.4,4.9,0.489,0.5,2.2,3.1,0.724,2.4,3.1,5.5,0.8,0.5,1.1,1.1,2.7,7.2
454,Tyler Zeller,C,BRK,16,8,18.4,3.4,5.4,0.621,0.2,0.5,0.375,3.2,4.9,0.646,0.638,1.4,2.3,0.611,1.6,2.8,4.4,0.7,0.4,0.6,1.1,1.9,8.3
455,Paul Zipser,SF,CHI,20,7,16.6,1.7,5.3,0.324,0.6,2.3,0.267,1.1,3,0.367,0.381,0.1,0.3,0.333,0.3,3.1,3.4,1.1,0.4,0.2,0.9,1.6,4.1
456,Ante Zizic,C,CLE,9,0,3.6,0.3,0.9,0.375,0,0,,0.3,0.9,0.375,0.375,0.6,0.8,0.714,0.4,0.7,1.1,0,0,0.3,0.2,0.4,1.2
457,Ivica Zubac,C,LAL,6,0,2.3,0.3,0.8,0.4,0,0,,0.3,0.8,0.4,0.4,0,0,,0.3,0.3,0.7,0,0,0,0.3,0.3,0.7
